system_type,model,supervision,task,ndcg_at_1,mrr_at_1,hit_at_1,ndcg_at_5,mrr_at_5,hit_at_5,ndcg_at_10,mrr_at_10,hit_at_10,source_artifact,source_sha256,source_commit,source_dirty,provenance_status
text_retriever,MiniLM-L6-v2,pretrained,1A-R_mondo_definition_retrieval,0.224008690929,0.224008690929,0.224008690929,0.296116581076,0.274856056491,0.360130363933,0.314398514918,0.282387332626,0.416730038023,results/ndcg_rerun_20260729T011459Z/models/minilm_l6_v2.json,6b8be3c2c7d7efa847e1af84f25cfd475756f5eabf78559c2a295cab5e071f29,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,MiniLM-L6-v2,pretrained,1B-R_disorder_to_phenotype,0.120171673820,0.120171673820,0.120171673820,0.098213971566,0.174625125841,0.273406453664,0.106357475134,0.187227596491,0.368939755206,results/ndcg_rerun_20260729T011459Z/models/minilm_l6_v2.json,6b8be3c2c7d7efa847e1af84f25cfd475756f5eabf78559c2a295cab5e071f29,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,MiniLM-L6-v2,pretrained,1C-R_phenotype_to_disorder,0.150124306751,0.150124306751,0.150124306751,0.143011125875,0.202342704150,0.295467584624,0.153425031398,0.213567345725,0.379422451712,results/ndcg_rerun_20260729T011459Z/models/minilm_l6_v2.json,6b8be3c2c7d7efa847e1af84f25cfd475756f5eabf78559c2a295cab5e071f29,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,MiniLM-L6-v2,pretrained,2A-R_phenotype_to_gene,0.058394160584,0.058394160584,0.058394160584,0.094880355914,0.083886308339,0.128069011281,0.109292399530,0.089730727504,0.173191771732,results/ndcg_rerun_20260729T011459Z/models/minilm_l6_v2.json,6b8be3c2c7d7efa847e1af84f25cfd475756f5eabf78559c2a295cab5e071f29,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,MiniLM-L6-v2,pretrained,2B-R_disease_to_gene,0.079182041820,0.079182041820,0.079182041820,0.055026736864,0.111756867569,0.172355473555,0.057767656263,0.120123086648,0.236008610086,results/ndcg_rerun_20260729T011459Z/models/minilm_l6_v2.json,6b8be3c2c7d7efa847e1af84f25cfd475756f5eabf78559c2a295cab5e071f29,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,MiniLM-L6-v2,pretrained,3A-multi_phenotype_to_disorder,0.071738273551,0.071738273551,0.071738273551,0.106489003006,0.110281171988,0.179739850217,0.122733970340,0.118965657476,0.245565628695,results/ndcg_rerun_20260729T011459Z/models/minilm_l6_v2.json,6b8be3c2c7d7efa847e1af84f25cfd475756f5eabf78559c2a295cab5e071f29,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,MedEmbed-0.1B,pretrained,1A-R_gene_document_retrieval,0.320185614849,0.320185614849,0.320185614849,0.423632149939,0.395243619490,0.508120649652,0.440447551658,0.402366221044,0.559164733179,results/ndcg_rerun_20260729T011459Z/models/medembed.json,21762bc6c710231881d23c29bdddc33ae7d3389a9a3f9952e79d985fed090c93,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,MedEmbed-0.1B,pretrained,1A-R_hpo_definition_retrieval,0.600305610129,0.600305610129,0.600305610129,0.721599717848,0.688128501783,0.821218074656,0.738459019666,0.695201713080,0.872735210653,results/ndcg_rerun_20260729T011459Z/models/medembed.json,21762bc6c710231881d23c29bdddc33ae7d3389a9a3f9952e79d985fed090c93,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,MedEmbed-0.1B,pretrained,1A-R_mondo_definition_retrieval,0.350461705595,0.350461705595,0.350461705595,0.433166693760,0.409214195184,0.505051602390,0.453934818881,0.417748463137,0.569473112439,results/ndcg_rerun_20260729T011459Z/models/medembed.json,21762bc6c710231881d23c29bdddc33ae7d3389a9a3f9952e79d985fed090c93,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,MedEmbed-0.1B,pretrained,1B-R_disorder_to_phenotype,0.147989190908,0.147989190908,0.147989190908,0.119739216620,0.210756106607,0.325703385789,0.129507851712,0.224570247746,0.429184549356,results/ndcg_rerun_20260729T011459Z/models/medembed.json,21762bc6c710231881d23c29bdddc33ae7d3389a9a3f9952e79d985fed090c93,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,MedEmbed-0.1B,pretrained,1C-R_phenotype_to_disorder,0.154714094473,0.154714094473,0.154714094473,0.156702251725,0.217246764837,0.327787339836,0.169285786540,0.228768361428,0.414802065404,results/ndcg_rerun_20260729T011459Z/models/medembed.json,21762bc6c710231881d23c29bdddc33ae7d3389a9a3f9952e79d985fed090c93,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,MedEmbed-0.1B,pretrained,2A-R_phenotype_to_gene,0.078964830790,0.078964830790,0.078964830790,0.118062045054,0.105994249060,0.154611811546,0.134241313504,0.112719215091,0.204379562044,results/ndcg_rerun_20260729T011459Z/models/medembed.json,21762bc6c710231881d23c29bdddc33ae7d3389a9a3f9952e79d985fed090c93,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,MedEmbed-0.1B,pretrained,2B-R_disease_to_gene,0.094710947109,0.094710947109,0.094710947109,0.065585690845,0.133551148011,0.202798277983,0.068227291685,0.143014189070,0.273985239852,results/ndcg_rerun_20260729T011459Z/models/medembed.json,21762bc6c710231881d23c29bdddc33ae7d3389a9a3f9952e79d985fed090c93,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,MedEmbed-0.1B,pretrained,3A-multi_phenotype_to_disorder,0.082774931021,0.082774931021,0.082774931021,0.122059714029,0.123282091709,0.202207331494,0.143073578090,0.133838085228,0.281434765471,results/ndcg_rerun_20260729T011459Z/models/medembed.json,21762bc6c710231881d23c29bdddc33ae7d3389a9a3f9952e79d985fed090c93,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,SapBERT-0.1B,pretrained,1A-R_gene_document_retrieval,0.510440835267,0.510440835267,0.510440835267,0.654038571942,0.613534416087,0.774941995360,0.669569109164,0.620259271535,0.821345707657,results/ndcg_rerun_20260729T011459Z/models/sapbert.json,43de3762ad75b0b18002acdda865a8dbc0036d07de58a09dbf097508ccc1e161,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,SapBERT-0.1B,pretrained,1A-R_hpo_definition_retrieval,0.698537437241,0.698537437241,0.698537437241,0.805509829706,0.776504402241,0.891508404279,0.817751592392,0.781574948978,0.929273084479,results/ndcg_rerun_20260729T011459Z/models/sapbert.json,43de3762ad75b0b18002acdda865a8dbc0036d07de58a09dbf097508ccc1e161,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,SapBERT-0.1B,pretrained,1A-R_mondo_definition_retrieval,0.352851711027,0.352851711027,0.352851711027,0.451738846707,0.423134166214,0.537533948941,0.475884112021,0.433186544580,0.611732753938,results/ndcg_rerun_20260729T011459Z/models/sapbert.json,43de3762ad75b0b18002acdda865a8dbc0036d07de58a09dbf097508ccc1e161,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,SapBERT-0.1B,pretrained,1B-R_disorder_to_phenotype,0.103640120808,0.103640120808,0.103640120808,0.080297518648,0.148678005616,0.231759656652,0.087700622052,0.159508607661,0.314099507233,results/ndcg_rerun_20260729T011459Z/models/sapbert.json,43de3762ad75b0b18002acdda865a8dbc0036d07de58a09dbf097508ccc1e161,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,SapBERT-0.1B,pretrained,1C-R_phenotype_to_disorder,0.141900937082,0.141900937082,0.141900937082,0.148107018738,0.205635239370,0.318990246701,0.158762689416,0.216519972558,0.401415184548,results/ndcg_rerun_20260729T011459Z/models/sapbert.json,43de3762ad75b0b18002acdda865a8dbc0036d07de58a09dbf097508ccc1e161,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,SapBERT-0.1B,pretrained,2A-R_phenotype_to_gene,0.068347710683,0.068347710683,0.068347710683,0.101190573437,0.091207697412,0.131386861314,0.113285003476,0.096118642104,0.169210351692,results/ndcg_rerun_20260729T011459Z/models/sapbert.json,43de3762ad75b0b18002acdda865a8dbc0036d07de58a09dbf097508ccc1e161,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,SapBERT-0.1B,pretrained,2B-R_disease_to_gene,0.096094710947,0.096094710947,0.096094710947,0.065915167705,0.131485752358,0.197109471095,0.069400525795,0.141230854273,0.271986469865,results/ndcg_rerun_20260729T011459Z/models/sapbert.json,43de3762ad75b0b18002acdda865a8dbc0036d07de58a09dbf097508ccc1e161,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,SapBERT-0.1B,pretrained,3A-multi_phenotype_to_disorder,0.076074103272,0.076074103272,0.076074103272,0.111293701429,0.116397319669,0.194324004730,0.130633241066,0.126653152392,0.271580607016,results/ndcg_rerun_20260729T011459Z/models/sapbert.json,43de3762ad75b0b18002acdda865a8dbc0036d07de58a09dbf097508ccc1e161,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,BioLORD-0.1B,pretrained,1A-R_gene_document_retrieval,0.167053364269,0.167053364269,0.167053364269,0.268336301136,0.237432327920,0.361948955916,0.289973899734,0.246287703016,0.429234338747,results/ndcg_rerun_20260729T011459Z/models/biolord_base.json,b78d2bc2fff19212520676201f706eee794edeb067f608d5bc7b3d968836e4ba,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,BioLORD-0.1B,pretrained,1A-R_hpo_definition_retrieval,0.692643527614,0.692643527614,0.692643527614,0.794637654938,0.766244633632,0.879283999127,0.806883958983,0.771444856776,0.916393800480,results/ndcg_rerun_20260729T011459Z/models/biolord_base.json,b78d2bc2fff19212520676201f706eee794edeb067f608d5bc7b3d968836e4ba,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,BioLORD-0.1B,pretrained,1A-R_mondo_definition_retrieval,0.308527973927,0.308527973927,0.308527973927,0.402297067433,0.374830707949,0.484845192830,0.426333491071,0.384856918686,0.558609451385,results/ndcg_rerun_20260729T011459Z/models/biolord_base.json,b78d2bc2fff19212520676201f706eee794edeb067f608d5bc7b3d968836e4ba,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,BioLORD-0.1B,pretrained,1B-R_disorder_to_phenotype,0.098553489111,0.098553489111,0.098553489111,0.083151267402,0.151796216818,0.247655380703,0.090516346707,0.163224737784,0.333969162295,results/ndcg_rerun_20260729T011459Z/models/biolord_base.json,b78d2bc2fff19212520676201f706eee794edeb067f608d5bc7b3d968836e4ba,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,BioLORD-0.1B,pretrained,1C-R_phenotype_to_disorder,0.157965194110,0.157965194110,0.157965194110,0.161447912472,0.228185758909,0.353987378084,0.177973953651,0.240846909938,0.448651749857,results/ndcg_rerun_20260729T011459Z/models/biolord_base.json,b78d2bc2fff19212520676201f706eee794edeb067f608d5bc7b3d968836e4ba,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,BioLORD-0.1B,pretrained,2A-R_phenotype_to_gene,0.060384870604,0.060384870604,0.060384870604,0.093718277229,0.083676177837,0.124087591241,0.104949488535,0.088351186526,0.158593231586,results/ndcg_rerun_20260729T011459Z/models/biolord_base.json,b78d2bc2fff19212520676201f706eee794edeb067f608d5bc7b3d968836e4ba,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,BioLORD-0.1B,pretrained,2B-R_disease_to_gene,0.066420664207,0.066420664207,0.066420664207,0.052746041962,0.103318470685,0.171125461255,0.057696088461,0.113238190418,0.248462484625,results/ndcg_rerun_20260729T011459Z/models/biolord_base.json,b78d2bc2fff19212520676201f706eee794edeb067f608d5bc7b3d968836e4ba,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,BioLORD-0.1B,pretrained,3A-multi_phenotype_to_disorder,0.081592432006,0.081592432006,0.081592432006,0.126218363290,0.130909210353,0.223886480095,0.151168739082,0.142782376385,0.312179739850,results/ndcg_rerun_20260729T011459Z/models/biolord_base.json,b78d2bc2fff19212520676201f706eee794edeb067f608d5bc7b3d968836e4ba,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,BioLORD-0.1B†,tier_1_only,1A-R_gene_document_retrieval,0.364269141531,0.364269141531,0.364269141531,0.488957417379,0.454369682908,0.591647331787,0.512964841159,0.464263617280,0.665893271462,results/ndcg_rerun_20260729T011459Z/models/biolord_t1a.json,efb3474e789e4ef90790459df521d93551722e0ff5ceb4f132488212871ac6ea,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,BioLORD-0.1B†,tier_1_only,1A-R_hpo_definition_retrieval,0.767299716219,0.767299716219,0.767299716219,0.861801780764,0.836469475369,0.936695044750,0.868787702603,0.839349729559,0.958306046715,results/ndcg_rerun_20260729T011459Z/models/biolord_t1a.json,efb3474e789e4ef90790459df521d93551722e0ff5ceb4f132488212871ac6ea,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,BioLORD-0.1B†,tier_1_only,1A-R_mondo_definition_retrieval,0.424660510592,0.424660510592,0.424660510592,0.539822833963,0.506670287887,0.639217816404,0.561615215498,0.515734159316,0.706246605106,results/ndcg_rerun_20260729T011459Z/models/biolord_t1a.json,efb3474e789e4ef90790459df521d93551722e0ff5ceb4f132488212871ac6ea,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,BioLORD-0.1B†,tier_1_only,1B-R_disorder_to_phenotype,0.129709108250,0.129709108250,0.129709108250,0.104019120964,0.189050495417,0.297726911461,0.112347713892,0.202173866420,0.396757272294,results/ndcg_rerun_20260729T011459Z/models/biolord_t1a.json,efb3474e789e4ef90790459df521d93551722e0ff5ceb4f132488212871ac6ea,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,BioLORD-0.1B†,tier_1_only,1C-R_phenotype_to_disorder,0.151462994836,0.151462994836,0.151462994836,0.159062060451,0.219257984318,0.340791738382,0.174995171706,0.231979998604,0.435264869000,results/ndcg_rerun_20260729T011459Z/models/biolord_t1a.json,efb3474e789e4ef90790459df521d93551722e0ff5ceb4f132488212871ac6ea,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,BioLORD-0.1B†,tier_1_only,2A-R_phenotype_to_gene,0.053749170537,0.053749170537,0.053749170537,0.078092509179,0.069829683698,0.103516921035,0.090844681215,0.075023698929,0.143331121433,results/ndcg_rerun_20260729T011459Z/models/biolord_t1a.json,efb3474e789e4ef90790459df521d93551722e0ff5ceb4f132488212871ac6ea,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,BioLORD-0.1B†,tier_1_only,2B-R_disease_to_gene,0.060731857319,0.060731857319,0.060731857319,0.043466418054,0.089755022550,0.144833948339,0.047778166933,0.098632953591,0.213099630996,results/ndcg_rerun_20260729T011459Z/models/biolord_t1a.json,efb3474e789e4ef90790459df521d93551722e0ff5ceb4f132488212871ac6ea,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,BioLORD-0.1B†,tier_1_only,3A-multi_phenotype_to_disorder,0.096176586520,0.096176586520,0.096176586520,0.145795666060,0.150578110629,0.247142294048,0.171142409911,0.162899875493,0.340165549862,results/ndcg_rerun_20260729T011459Z/models/biolord_t1a.json,efb3474e789e4ef90790459df521d93551722e0ff5ceb4f132488212871ac6ea,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,BioLORD-0.1B‡,unified_all_tiers,1A-R_gene_document_retrieval,0.310904872390,0.310904872390,0.310904872390,0.427612437181,0.392420726991,0.533642691415,0.455354281147,0.403844879019,0.619489559165,results/ndcg_rerun_20260729T011459Z/models/biolord_unified.json,2b5dc0062f6ee3890c64764612545e6e7209bf879a161f17a38cd6bd076f1e93,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,BioLORD-0.1B‡,unified_all_tiers,1A-R_hpo_definition_retrieval,0.452302990613,0.452302990613,0.452302990613,0.639178655491,0.586349414247,0.796987557302,0.668155960214,0.598491872919,0.885614494652,results/ndcg_rerun_20260729T011459Z/models/biolord_unified.json,2b5dc0062f6ee3890c64764612545e6e7209bf879a161f17a38cd6bd076f1e93,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,BioLORD-0.1B‡,unified_all_tiers,1A-R_mondo_definition_retrieval,0.389353612167,0.389353612167,0.389353612167,0.505407058387,0.472152815499,0.604997284085,0.531670528022,0.483083253580,0.685714285714,results/ndcg_rerun_20260729T011459Z/models/biolord_unified.json,2b5dc0062f6ee3890c64764612545e6e7209bf879a161f17a38cd6bd076f1e93,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,BioLORD-0.1B‡,unified_all_tiers,1B-R_disorder_to_phenotype,0.158162454300,0.158162454300,0.158162454300,0.141577316320,0.248882000742,0.418534414243,0.160333264128,0.268963724948,0.570179621682,results/ndcg_rerun_20260729T011459Z/models/biolord_unified.json,2b5dc0062f6ee3890c64764612545e6e7209bf879a161f17a38cd6bd076f1e93,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,BioLORD-0.1B‡,unified_all_tiers,1C-R_phenotype_to_disorder,0.033849684452,0.033849684452,0.033849684452,0.119109397877,0.125094026901,0.341556703002,0.166039505833,0.149715035501,0.523809523810,results/ndcg_rerun_20260729T011459Z/models/biolord_unified.json,2b5dc0062f6ee3890c64764612545e6e7209bf879a161f17a38cd6bd076f1e93,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,BioLORD-0.1B‡,unified_all_tiers,2A-R_phenotype_to_gene,0.104180491042,0.104180491042,0.104180491042,0.165084387003,0.145520902455,0.224950232250,0.191005267737,0.156070875596,0.305905773059,results/ndcg_rerun_20260729T011459Z/models/biolord_unified.json,2b5dc0062f6ee3890c64764612545e6e7209bf879a161f17a38cd6bd076f1e93,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,BioLORD-0.1B‡,unified_all_tiers,2B-R_disease_to_gene,0.111777367774,0.111777367774,0.111777367774,0.083327289175,0.164391143911,0.257533825338,0.088715663951,0.176520004783,0.348554735547,results/ndcg_rerun_20260729T011459Z/models/biolord_unified.json,2b5dc0062f6ee3890c64764612545e6e7209bf879a161f17a38cd6bd076f1e93,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,BioLORD-0.1B‡,unified_all_tiers,3A-multi_phenotype_to_disorder,0.084745762712,0.084745762712,0.084745762712,0.195521416306,0.185225331757,0.367757193536,0.244263205693,0.206769494028,0.526606227828,results/ndcg_rerun_20260729T011459Z/models/biolord_unified.json,2b5dc0062f6ee3890c64764612545e6e7209bf879a161f17a38cd6bd076f1e93,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,Qwen3-Embed-0.6B,pretrained,1A-R_gene_document_retrieval,0.220417633411,0.220417633411,0.220417633411,0.305018003190,0.281863882444,0.373549883991,0.325223135982,0.290169594520,0.436194895592,results/ndcg_rerun_20260729T011459Z/models/qwen3_06b.json,34384e53ab49d3f2b819415b1de51ac2babb58609743a6823f2a9ad1290cbcee,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,Qwen3-Embed-0.6B,pretrained,1A-R_hpo_definition_retrieval,0.475223750273,0.475223750273,0.475223750273,0.585568564678,0.553725532999,0.681074001310,0.605181811353,0.561939238331,0.741104562323,results/ndcg_rerun_20260729T011459Z/models/qwen3_06b.json,34384e53ab49d3f2b819415b1de51ac2babb58609743a6823f2a9ad1290cbcee,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,Qwen3-Embed-0.6B,pretrained,1A-R_mondo_definition_retrieval,0.174035850081,0.174035850081,0.174035850081,0.231823451947,0.214883215644,0.282781097230,0.246945077998,0.221154177767,0.329386203150,results/ndcg_rerun_20260729T011459Z/models/qwen3_06b.json,34384e53ab49d3f2b819415b1de51ac2babb58609743a6823f2a9ad1290cbcee,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,Qwen3-Embed-0.6B,pretrained,1B-R_disorder_to_phenotype,0.104275949770,0.104275949770,0.104275949770,0.083782652183,0.148921740052,0.227944682880,0.088509174528,0.158206861402,0.297726911461,results/ndcg_rerun_20260729T011459Z/models/qwen3_06b.json,34384e53ab49d3f2b819415b1de51ac2babb58609743a6823f2a9ad1290cbcee,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,Qwen3-Embed-0.6B,pretrained,1C-R_phenotype_to_disorder,0.139223560910,0.139223560910,0.139223560910,0.139347261739,0.198419073118,0.305412124689,0.150801594654,0.209839433319,0.391088162172,results/ndcg_rerun_20260729T011459Z/models/qwen3_06b.json,34384e53ab49d3f2b819415b1de51ac2babb58609743a6823f2a9ad1290cbcee,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,Qwen3-Embed-0.6B,pretrained,2A-R_phenotype_to_gene,0.065693430657,0.065693430657,0.065693430657,0.091439007730,0.082979429330,0.117451891175,0.106116191141,0.089076900391,0.162574651626,results/ndcg_rerun_20260729T011459Z/models/qwen3_06b.json,34384e53ab49d3f2b819415b1de51ac2babb58609743a6823f2a9ad1290cbcee,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
text_retriever,Qwen3-Embed-0.6B,pretrained,2B-R_disease_to_gene,0.089329643296,0.089329643296,0.089329643296,0.060052196456,0.123113981140,0.186346863469,0.063282051086,0.132102832933,0.254920049200,results/ndcg_rerun_20260729T011459Z/models/qwen3_06b.json,34384e53ab49d3f2b819415b1de51ac2babb58609743a6823f2a9ad1290cbcee,b8f38238276b49564f5e312c2ffe8415b0751378,true,verified_saved_artifact_dirty_run
